ID Producto,Categoría,Sub-categoría,Nombre Producto,Coste Producción,ID Cliente,Nombre cliente,Segmento,País,Ciudad,Estado,Código Postal,Región,ID Pedido,Fecha compra,Fecha envío,Modo envío,Precio unitario,Cantidad,Volumen_Venta,Año_compra,Beneficio,Sueldo Mensual USD RPC
FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",563.1027296955875,FP-14320,Frank Preis,Consumer,United States,Los Angeles,California,90008.0,West,CA-2016-111213,2020-04-01,2020-04-05 00:00:00.000000000,Standard Class,1317492,6,7904952,2020,7904388.897270304,6455
FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",563.1027296955875,MC-17275,Marc Crier,Consumer,Germany,,,,,CA-2014-107818,2018-09-08,2018-09-14 00:00:00.000000000,Standard Class,97592,5,487960,2018,487396.8972703044,3984
FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",563.1027296955875,TB-21175,Thomas Boland,Corporate,Germany,,,,,CA-2017-143567,2021-11-02,2021-11-05 00:00:00.000000000,Second Class,97592,4,390368,2021,389804.8972703044,3984
FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",563.1027296955875,KF-16285,Karen Ferguson,Home Office,Spain,,,,,CA-2014-132451,2018-09-26,2018-09-27 00:00:00.000000000,First Class,585552,3,1756656,2018,1756092.8972703044,2551
FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",563.1027296955875,SP-20920,Susan Pistek,Consumer,Spain,,,,,CA-2016-124590,2020-11-12,2020-11-16 00:00:00.000000000,Standard Class,1537074,9,13833666,2020,13833102.897270305,2551
FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",563.1027296955875,AA-10645,Anna Andreadi,Consumer,Romania,,,,,CA-2014-154963,2018-06-22,2018-06-27 00:00:00.000000000,Standard Class,85393,5,426965,2018,426401.8972703044,1610
OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,11.746474469661381,DV-13045,Darrin Van Huff,Corporate,United States,Los Angeles,California,90036.0,West,CA-2016-138688,2020-06-12,2020-06-16 00:00:00.000000000,Second Class,1462,2,2924,2020,2912.2535255303387,6455
OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,11.746474469661381,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052.0,South,CA-2017-100748,2021-05-13,2021-05-20 00:00:00.000000000,Standard Class,5848,8,46784,2021,46772.25352553034,6455
OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,11.746474469661381,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116.0,South,CA-2016-144764,2020-09-02,2020-09-08 00:00:00.000000000,Standard Class,2924,5,14620,2020,14608.25352553034,6455
OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,11.746474469661381,BK-11260,Berenike Kampe,Consumer,United States,New York City,New York,10035.0,East,CA-2015-113110,2019-03-19,2019-03-23 00:00:00.000000000,Standard Class,1462,2,2924,2019,2912.2535255303387,6455
OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,11.746474469661381,BF-10975,Barbara Fisher,Corporate,Germany,,,,,CA-2014-117345,2018-08-01,2018-08-05 00:00:00.000000000,Standard Class,17544,3,52632,2018,52620.25352553034,3984
OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,11.746474469661381,DB-13555,Dorothy Badders,Corporate,Spain,,,,,CA-2014-114314,2018-10-11,2018-10-15 00:00:00.000000000,Standard Class,731,1,731,2018,719.2535255303386,2551
OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,11.746474469661381,CA-11965,Carol Adams,Corporate,Spain,,,,,CA-2015-105690,2019-11-21,2019-11-26 00:00:00.000000000,Second Class,11696,2,23392,2019,23380.253525530337,2551
FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,608.528821515633,SO-20335,Sean O'Donnell,Consumer,United States,Fort Lauderdale,Florida,33311.0,South,US-2015-108966,2019-10-11,2020-11-11 22:58:57.806347926,Standard Class,9575775,5,47878875,2019,47878266.47117849,6455
FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,608.528821515633,EB-13870,Emily Burns,Consumer,United States,Orem,Utah,84057.0,West,CA-2015-106320,2019-09-25,2019-09-30 00:00:00.000000000,Standard Class,104463,3,313389,2019,312780.4711784844,6455
FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,608.528821515633,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661.0,West,US-2017-113992,2021-12-14,2021-12-19 00:00:00.000000000,Standard Class,974988,4,3899952,2021,3899343.471178484,6455
FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,608.528821515633,HK-14890,Heather Kirkland,Corporate,United States,Franklin,Tennessee,37064.0,South,CA-2015-150875,2019-11-16,2019-11-20 00:00:00.000000000,Standard Class,69642,2,139284,2019,138675.47117848435,6455
FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,608.528821515633,SA-20830,Sue Ann Reed,Consumer,United States,Chicago,Illinois,60610.0,Central,CA-2015-122266,2019-04-26,2019-04-30 00:00:00.000000000,Standard Class,1915155,1,1915155,2019,1914546.4711784844,6455
FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,608.528821515633,RW-19630,Rob Williams,Corporate,Germany,,,,,CA-2016-142958,2020-12-13,2020-12-20 00:00:00.000000000,Standard Class,1114272,4,4457088,2020,4456479.471178484,3984
FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,608.528821515633,SG-20470,Sheri Gordon,Consumer,Germany,,,,,US-2017-102890,2021-06-30,2021-06-30 00:00:00.000000000,Same Day,104463,5,522315,2021,521706.4711784844,3984
FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,608.528821515633,MC-17590,Matt Collister,Corporate,Germany,,,,,CA-2014-127446,2018-11-25,2018-11-30 00:00:00.000000000,Standard Class,1218735,5,6093675,2018,6093066.471178484,3984
OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,12.72887146427695,SO-20335,Sean O'Donnell,Consumer,United States,Fort Lauderdale,Florida,33311.0,South,US-2015-108966,2019-10-11,2019-10-18 00:00:00.000000000,Standard Class,22368,2,44736,2019,44723.27112853572,6455
OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,12.72887146427695,MJ-17740,Max Jones,Consumer,United States,Seattle,Washington,98115.0,West,CA-2016-124149,2020-04-23,2020-04-26 00:00:00.000000000,First Class,5592,5,27960,2020,27947.27112853572,6455
OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,12.72887146427695,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004.0,West,US-2014-150532,2018-07-14,2018-07-21 00:00:00.000000000,Standard Class,5592,5,27960,2018,27947.27112853572,6455
OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,12.72887146427695,XP-21865,Xylona Preis,Consumer,United States,San Diego,California,92024.0,West,CA-2014-167927,2018-01-20,2018-01-26 00:00:00.000000000,Standard Class,1398,1,1398,2018,1385.2711285357232,6455
OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,12.72887146427695,JF-15190,Jamie Frazer,Consumer,Germany,,,,,US-2017-123862,2021-01-07,2021-01-09 00:00:00.000000000,Second Class,15378,11,169158,2021,169145.27112853574,3984
FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",0.0,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032.0,West,CA-2014-115812,2018-06-09,2018-06-14 00:00:00.000000000,Standard Class,0,7,0,2018,0.0,6455
FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",0.0,SM-20950,Suzanne McNair,Corporate,Germany,,,,,CA-2017-105235,2021-12-05,2021-12-11 00:00:00.000000000,Standard Class,2094,3,6282,2021,6282.0,3984
FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",0.0,JO-15145,Jack O'Briant,Corporate,Spain,,,,,CA-2017-125913,2021-01-16,2021-01-16 00:00:00.000000000,Same Day,2792,4,11168,2021,11168.0,2551
FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",0.0,SS-20515,Shirley Schmidt,Home Office,Romania,,,,,CA-2015-103135,2019-07-24,2019-07-28 00:00:00.000000000,Standard Class,2094,3,6282,2019,6282.0,1610
FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",0.0,VP-21760,Victoria Pisteka,Corporate,Romania,,,,,CA-2014-130449,2018-09-06,2018-09-09 00:00:00.000000000,First Class,4188,6,25128,2018,25128.0,1610
OFF-AR-10002833,Office Supplies,Art,Newell 322,4.319277077733288,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032.0,West,CA-2014-115812,2018-06-09,2018-06-14 00:00:00.000000000,Standard Class,728,4,2912,2018,2907.680722922267,6455
OFF-AR-10002833,Office Supplies,Art,Newell 322,4.319277077733288,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036.0,Central,CA-2017-101483,2021-07-29,2021-08-01 00:00:00.000000000,Second Class,4368,3,13104,2021,13099.680722922267,6455
OFF-AR-10002833,Office Supplies,Art,Newell 322,4.319277077733288,SF-20200,Sarah Foster,Consumer,United States,Marysville,Washington,98270.0,West,CA-2016-132899,2020-04-07,2020-04-11 00:00:00.000000000,Standard Class,364,2,728,2020,723.6807229222667,6455
OFF-AR-10002833,Office Supplies,Art,Newell 322,4.319277077733288,DC-12850,Dan Campbell,Consumer,Germany,,,,,CA-2014-145212,2018-09-13,2018-09-19 00:00:00.000000000,Standard Class,546,3,1638,2018,1633.6807229222668,3984
OFF-AR-10002833,Office Supplies,Art,Newell 322,4.319277077733288,DW-13195,David Wiener,Corporate,Spain,,,,,CA-2014-152849,2018-07-05,2018-07-12 00:00:00.000000000,Standard Class,4368,3,13104,2018,13099.680722922267,2551
OFF-AR-10002833,Office Supplies,Art,Newell 322,4.319277077733288,DH-13075,Dave Hallsten,Corporate,Spain,,,,,CA-2014-102274,2018-11-21,2018-11-26 00:00:00.000000000,Standard Class,546,3,1638,2018,1633.6807229222668,2551
TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,729.4732754243216,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032.0,West,CA-2014-115812,2018-06-09,2018-06-14 00:00:00.000000000,Standard Class,907152,6,5442912,2018,5442182.526724576,6455
TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,729.4732754243216,LC-16930,Linda Cazamias,Corporate,United States,Naperville,Illinois,60540.0,Central,CA-2016-111913,2020-08-04,2020-08-06 00:00:00.000000000,Second Class,302384,2,604768,2020,604038.5267245757,6455
TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,729.4732754243216,MC-18130,Mike Caudle,Corporate,United States,Monroe,Louisiana,71203.0,South,CA-2016-129868,2020-12-26,2020-12-31 00:00:00.000000000,Standard Class,302384,2,604768,2020,604038.5267245757,6455
TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,729.4732754243216,SZ-20035,Sam Zeldin,Home Office,Germany,,,,,CA-2017-157273,2021-01-30,2021-02-02 00:00:00.000000000,First Class,604768,4,2419072,2021,2418342.5267245756,3984
OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,15.560997789952761,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032.0,West,CA-2014-115812,2018-06-09,2018-06-14 00:00:00.000000000,Standard Class,18504,3,55512,2018,55496.43900221005,6455
OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,15.560997789952761,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601.0,South,CA-2016-131744,2020-06-18,2020-06-20 00:00:00.000000000,Second Class,4626,2,9252,2020,9236.439002210047,6455
OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,15.560997789952761,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407.0,Central,CA-2017-147354,2021-03-09,2021-03-13 00:00:00.000000000,Standard Class,3084,5,15420,2021,15404.439002210047,6455
OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,15.560997789952761,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805.0,East,CA-2016-103730,2020-06-12,2020-06-15 00:00:00.000000000,First Class,3084,4,12336,2020,12320.439002210047,6455
OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,15.560997789952761,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319.0,South,CA-2017-123043,2021-08-24,2021-08-29 00:00:00.000000000,Standard Class,24672,4,98688,2021,98672.43900221004,6455
OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,15.560997789952761,SH-20395,Shahid Hopkins,Consumer,United States,Arlington,Virginia,22204.0,South,CA-2017-168900,2021-05-04,2021-05-09 00:00:00.000000000,Standard Class,2313,1,2313,2021,2297.4390022100474,6455
OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,15.560997789952761,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045.0,West,CA-2014-137351,2018-09-30,2018-10-04 00:00:00.000000000,Standard Class,43176,7,302232,2018,302216.43900221004,6455
OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,15.560997789952761,MR-17545,Mathew Reese,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,US-2017-139465,2021-08-27,2021-08-30 00:00:00.000000000,First Class,37008,6,222048,2021,222032.43900221004,6455
OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,15.560997789952761,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315.0,Central,CA-2017-104220,2021-01-30,2021-02-05 00:00:00.000000000,Standard Class,771,1,771,2021,755.4390022100472,6455
OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,15.560997789952761,AB-10255,Alejandro Ballentine,Home Office,Germany,,,,,CA-2016-151155,2020-12-20,2020-12-24 00:00:00.000000000,Standard Class,1542,2,3084,2020,3068.4390022100474,3984
OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,92.93704663506708,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032.0,West,CA-2014-115812,2018-06-09,2018-06-14 00:00:00.000000000,Standard Class,1149,5,5745,2018,5652.062953364933,6455
OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,92.93704663506708,MZ-17515,Mary Zewe,Corporate,United States,Redlands,California,92374.0,West,CA-2014-128524,2018-11-11,2018-11-13 00:00:00.000000000,First Class,2298,1,2298,2018,2205.062953364933,6455
OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,92.93704663506708,TS-21205,Thomas Seio,Corporate,United States,Hackensack,New Jersey,7601.0,East,CA-2016-155978,2020-08-01,2020-08-01 00:00:00.000000000,Same Day,4596,2,9192,2020,9099.062953364933,6455
OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,92.93704663506708,AT-10735,Annie Thurman,Consumer,United States,Seattle,Washington,98115.0,West,CA-2016-116603,2020-07-17,2020-07-22 00:00:00.000000000,Standard Class,4596,2,9192,2020,9099.062953364933,6455
OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,92.93704663506708,TH-21550,Tracy Hopkins,Home Office,United States,New York City,New York,10035.0,East,CA-2015-120810,2019-07-23,2019-07-27 00:00:00.000000000,Standard Class,6894,3,20682,2019,20589.062953364933,6455
OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,92.93704663506708,SC-20695,Steve Chapman,Corporate,United States,Hialeah,Florida,33012.0,South,US-2016-151260,2020-12-11,2020-12-14 00:00:00.000000000,First Class,73536,4,294144,2020,294051.0629533649,6455
OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,92.93704663506708,BD-11635,Brian Derr,Consumer,Spain,,,,,CA-2014-152422,2018-10-05,2018-10-10 00:00:00.000000000,Second Class,9192,5,45960,2018,45867.06295336493,2551
FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,1092.5655736178956,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032.0,West,CA-2014-115812,2018-06-09,2018-06-14 00:00:00.000000000,Standard Class,1706184,9,15355656,2018,15354563.434426382,6455
FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,1092.5655736178956,TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023.0,West,CA-2014-142839,2018-08-16,2018-08-20 00:00:00.000000000,Standard Class,853092,6,5118552,2018,5117459.434426382,6455
FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,1092.5655736178956,EB-13705,Ed Braxton,Corporate,United States,Akron,Ohio,44312.0,East,CA-2017-147277,2021-10-20,2021-10-24 00:00:00.000000000,Standard Class,284364,2,568728,2021,567635.4344263821,6455
FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,1092.5655736178956,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024.0,West,CA-2016-126732,2020-09-02,2020-09-06 00:00:00.000000000,Standard Class,568728,3,1706184,2020,1705091.4344263822,6455
FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,1092.5655736178956,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,75217.0,Central,CA-2016-132066,2020-10-16,2020-10-20 00:00:00.000000000,Standard Class,142182,1,142182,2020,141089.4344263821,6455
FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,1092.5655736178956,JM-15655,Jim Mitchum,Corporate,Germany,,,,,CA-2017-151225,2021-10-27,2021-10-29 00:00:00.000000000,First Class,189576,1,189576,2021,188483.4344263821,3984
FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,1092.5655736178956,EM-13810,Eleni McCrary,Corporate,Spain,,,,,CA-2015-139584,2019-08-24,2019-08-28 00:00:00.000000000,Standard Class,284364,2,568728,2019,567635.4344263821,2551
FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,1092.5655736178956,PR-18880,Patrick Ryan,Consumer,Spain,,,,,US-2017-109253,2021-08-21,2021-08-22 00:00:00.000000000,First Class,568728,3,1706184,2021,1705091.4344263822,2551
FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,1092.5655736178956,SS-20410,Shahid Shariari,Consumer,Romania,,,,,CA-2014-145800,2018-05-30,2018-06-05 00:00:00.000000000,Standard Class,355455,3,1066365,2018,1065272.4344263822,1610
TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,688.82509200964,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032.0,West,CA-2014-115812,2018-06-09,2018-06-14 00:00:00.000000000,Standard Class,911424,4,3645696,2018,3645007.1749079903,6455
TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,688.82509200964,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980.0,South,US-2014-117135,2018-06-21,2018-06-23 00:00:00.000000000,Second Class,28482,1,28482,2018,27793.17490799036,6455
TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,688.82509200964,LL-16840,Lauren Leatherbury,Consumer,United States,Rochester,New York,14609.0,East,CA-2015-137974,2019-04-16,2019-04-18 00:00:00.000000000,First Class,56964,2,113928,2019,113239.17490799035,6455
TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,688.82509200964,PF-19225,Phillip Flathmann,Consumer,Germany,,,,,US-2017-130687,2021-09-07,2021-09-10 00:00:00.000000000,First Class,455712,2,911424,2021,910735.1749079904,3984
OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,8.89861035338268,AA-10480,Andrew Allen,Consumer,United States,Concord,North Carolina,28027.0,South,CA-2017-114412,2021-04-15,2021-04-20 00:00:00.000000000,Standard Class,15552,3,46656,2021,46647.10138964662,6455
OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,8.89861035338268,DB-13120,David Bremer,Corporate,United States,Santa Clara,California,95051.0,West,CA-2015-124653,2019-12-24,2019-12-26 00:00:00.000000000,First Class,1296,2,2592,2019,2583.1013896466175,6455
OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,8.89861035338268,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115.0,West,CA-2014-113271,2018-07-09,2018-07-14 00:00:00.000000000,Standard Class,324,5,1620,2018,1611.1013896466172,6455
OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,8.89861035338268,BM-11575,Brendan Murry,Corporate,Spain,,,,,CA-2015-105102,2019-09-15,2019-09-19 00:00:00.000000000,Second Class,1296,2,2592,2019,2583.1013896466175,2551
OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,8.89861035338268,AZ-10750,Annie Zypern,Consumer,Spain,,,,,CA-2014-158442,2018-03-17,2018-03-17 00:00:00.000000000,Same Day,15552,3,46656,2018,46647.10138964662,2551
OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,390.30272512886893,IM-15070,Irene Maddox,Consumer,United States,Seattle,Washington,98103.0,West,CA-2016-161389,2020-12-05,2020-12-10 00:00:00.000000000,Standard Class,407976,3,1223928,2020,1223537.6972748712,6455
OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,390.30272512886893,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,CA-2014-122336,2018-04-13,2018-04-17 00:00:00.000000000,Second Class,50997,10,509970,2018,509579.6972748711,6455
OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,390.30272512886893,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610.0,Central,US-2014-159926,2018-11-18,2018-11-22 00:00:00.000000000,Standard Class,50997,1,50997,2018,50606.697274871134,6455
OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,390.30272512886893,WB-21850,William Brown,Consumer,Spain,,,,,CA-2015-122210,2019-11-30,2019-12-04 00:00:00.000000000,Standard Class,152991,3,458973,2019,458582.6972748711,2551
OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,390.30272512886893,KF-16285,Karen Ferguson,Home Office,Spain,,,,,US-2017-148362,2021-07-01,2021-07-08 00:00:00.000000000,Standard Class,16999,1,16999,2021,16608.69727487113,2551
OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,390.30272512886893,GM-14695,Greg Maxwell,Corporate,Spain,,,,,CA-2016-100244,2020-09-20,2020-09-24 00:00:00.000000000,Standard Class,271984,2,543968,2020,543577.6972748712,2551
OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,390.30272512886893,CM-12235,Chris McAfee,Consumer,Spain,,,,,CA-2016-144309,2020-12-10,2020-12-16 00:00:00.000000000,Standard Class,67996,5,339980,2020,339589.6972748711,2551
